count,pi
567,3.146814404432133
568,3.143646408839779
569,3.1404958677685952
570,3.1416781292984868
571,3.142857142857143
572,3.1440329218106995
573,3.1452054794520548
574,3.146374829001368
575,3.1432469304229196
576,3.1444141689373297
577,3.145578231292517
578,3.1467391304347827
579,3.1478968792401627
580,3.149051490514905
581,3.1502029769959403
582,3.151351351351351
583,3.1524966261808367
584,3.1536388140161726
585,3.150537634408602
586,3.1474530831099194
587,3.1485943775100402
588,3.1497326203208558
589,3.15086782376502
590,3.14780292942743
591,3.148936170212766
592,3.150066401062417
593,3.151193633952255
594,3.152317880794702
595,3.1492734478203435
596,3.150395778364116
597,3.130890052356021
598,3.1320261437908496
599,3.133159268929504
600,3.134289439374185
601,3.1354166666666665
602,3.1365409622886866
603,3.137662337662338
604,3.138780804150454
605,3.139896373056995
606,3.1410090556274257
607,3.1380645161290324
608,3.1391752577319587
609,3.1362467866323906
610,3.1373555840821568
611,3.1384615384615384
612,3.127551020408163
613,3.128662420382166
614,3.1297709923664123
615,3.130876747141042
616,3.1319796954314723
617,3.1291139240506327
618,3.1262626262626263
619,3.1273644388398485
620,3.1284634760705288
621,3.1217063989962357
622,3.1228070175438596
623,3.1239048811013768
624,3.1210986267166043
625,3.1144278606965172
626,3.115527950310559
627,3.1166253101736974
628,3.117719950433705
629,3.118811881188119
630,3.119901112484549
631,3.1209876543209876
632,3.1220715166461157
633,3.123152709359606
634,3.1203931203931203
635,3.121472392638037
636,3.122549019607843
637,3.123623011015912
638,3.1170731707317074
639,3.1181485992691838
640,3.119221411192214
641,3.120291616038882
642,3.110036275695284
643,3.111111111111111
644,3.112183353437877
645,3.113253012048193
646,3.1143200962695547
647,3.1153846153846154
648,3.1127098321342928
649,3.1137724550898205
650,3.1148325358851676
651,3.1121718377088308
652,3.113230035756853
653,3.1142857142857143
654,3.1153388822829964
655,3.116389548693587
656,3.117437722419929
657,3.118483412322275
658,3.119526627218935
659,3.116883116883117
660,3.1179245283018866
661,3.1116333725029377
662,3.112676056338028
663,3.1137162954279014
664,3.107476635514019
665,3.1085180863477246
666,3.1095571095571097
667,3.110593713620489
668,3.1116279069767443
669,3.112659698025552
670,3.11368909512761
671,3.1147161066048668
672,3.115740740740741
673,3.116763005780347
674,3.1177829099307157
675,3.1152073732718892
676,3.1162255466052935
677,3.117241379310345
678,3.118254879448909
679,3.1192660550458715
680,3.120274914089347
681,3.1212814645308926
682,3.1187214611872145
683,3.119726339794755
684,3.120728929384966
685,3.1217292377701935
686,3.1227272727272726
687,3.1166477916194792
688,3.1176470588235294
689,3.1186440677966103
690,3.1126126126126126
691,3.1136107986501687
692,3.114606741573034
693,3.1156004489337823
694,3.116591928251121
695,3.1175811870100785
696,3.1185682326621924
697,3.119553072625698
698,3.1205357142857144
699,3.121516164994426
700,3.1224944320712695
701,3.1234705228031148
702,3.1244444444444444
703,3.125416204217536
704,3.1263858093126387
705,3.1273532668881505
706,3.1283185840707963
707,3.129281767955801
708,3.130242825607064
709,3.131201764057332
710,3.13215859030837
711,3.133113311331133
712,3.134065934065934
713,3.1350164654226127
714,3.1359649122807016
715,3.1369112814895947
716,3.137855579868709
717,3.1353711790393013
718,3.1363140676117776
719,3.1372549019607843
720,3.134782608695652
721,3.1323210412147504
722,3.1298701298701297
723,3.130810810810811
724,3.1317494600431965
725,3.132686084142395
726,3.1336206896551726
727,3.1345532831001077
728,3.1321160042964555
729,3.133047210300429
730,3.1306209850107067
731,3.1315508021390372
732,3.1324786324786325
733,3.1300639658848612
734,3.130990415335463
735,3.1319148936170214
736,3.132837407013815
737,3.1337579617834397
738,3.134676564156946
739,3.135593220338983
740,3.1365079365079365
741,3.1374207188160677
742,3.1383315733896517
743,3.1392405063291138
744,3.136842105263158
745,3.1377497371188223
746,3.138655462184874
747,3.1395592864637987
748,3.140461215932914
749,3.141361256544503
750,3.1389759665621733
751,3.139874739039666
752,3.1407716371220022
753,3.135135135135135
754,3.1360332294911735
755,3.136929460580913
756,3.137823834196891
757,3.1387163561076603
758,3.1396070320579113
759,3.1404958677685952
760,3.1413828689370487
761,3.1422680412371133
762,3.1431513903192583
763,3.1440329218106995
764,3.1384615384615384
765,3.139344262295082
766,3.140225179119754
767,3.1411042944785277
768,3.1419816138917263
769,3.1364562118126273
770,3.1373346897253307
771,3.138211382113821
772,3.1390862944162436
773,3.1399594320486814
774,3.1376518218623484
775,3.1385237613751262
776,3.139393939393939
777,3.130784708249497
778,3.1316582914572866
779,3.1325301204819276
780,3.130260521042084
781,3.131131131131131
782,3.132
783,3.129740518962076
784,3.1306081754735793
785,3.1283582089552238
786,3.1292246520874754
787,3.1300893743793448
788,3.130952380952381
789,3.1318136769078295
790,3.132673267326733
791,3.1335311572700295
792,3.1343873517786562
793,3.135241855873643
794,3.136094674556213
795,3.1369458128078818
796,3.1377952755905514
797,3.1386430678466075
798,3.1394891944990175
799,3.140333660451423
800,3.1411764705882352
801,3.1420176297747306
802,3.13671875
803,3.137560975609756
804,3.138401559454191
805,3.1392405063291138
806,3.1370262390670556
807,3.137864077669903
808,3.1387002909796315
809,3.13953488372093
810,3.1403678606001937
811,3.1381642512077295
812,3.138996138996139
813,3.1398264223722276
814,3.140655105973025
815,3.1384615384615384
816,3.139289145052834
817,3.137104506232023
818,3.1379310344827585
819,3.138755980861244
820,3.139579349904398
821,3.1374045801526718
822,3.138226882745472
823,3.139047619047619
824,3.1398667935299716
825,3.1377018043684712
826,3.138519924098672
827,3.1393364928909953
828,3.140151515151515
829,3.1379962192816637
830,3.1358490566037736
831,3.1366635249764374
832,3.1286384976525823
833,3.1294559099437147
834,3.1302717900656045
835,3.1281571562207673
836,3.1289719626168226
837,3.1297852474323062
838,3.1247672253258845
839,3.125581395348837
840,3.12639405204461
841,3.127205199628598
842,3.1280148423005567
843,3.1259259259259258
844,3.1267345050878816
845,3.1275415896487986
846,3.1283471837488457
847,3.129151291512915
848,3.1270718232044197
849,3.1278748850045996
850,3.1286764705882355
851,3.126605504587156
852,3.1274060494958755
853,3.128205128205128
854,3.1290027447392497
855,3.129798903107861
856,3.130593607305936
857,3.1313868613138687
858,3.132178669097539
859,3.132969034608379
860,3.130909090909091
861,3.131698455949137
862,3.132486388384755
863,3.1332728921124207
864,3.1340579710144927
865,3.134841628959276
866,3.135623869801085
867,3.136404697380307
868,3.1315315315315315
869,3.132313231323132
870,3.1302785265049415
871,3.1310592459605027
872,3.1318385650224214
873,3.132616487455197
874,3.1333930170098476
875,3.1341681574239715
876,3.134941912421805
877,3.1357142857142857
878,3.136485280999108
879,3.131672597864769
880,3.1296625222024868
881,3.130434782608696
882,3.1256637168141594
883,3.1236749116607774
884,3.124448367166814
885,3.125220458553792
886,3.125991189427313
887,3.1212653778558876
888,3.119298245614035
889,3.1200701139351446
890,3.1208406304728546
891,3.121609798775153
892,3.1223776223776225
893,3.1231441048034934
894,3.1239092495636998
895,3.124673060156931
896,3.1254355400696863
897,3.126196692776327
898,3.1269565217391304
899,3.1277150304083405
900,3.1284722222222223
901,3.129228100607112
902,3.1299826689774695
903,3.1280276816608996
904,3.128781331028522
905,3.1295336787564767
906,3.1302847282139776
907,3.128337639965547
908,3.1290877796901895
909,3.129836629406707
910,3.1305841924398625
911,3.1286449399656946
912,3.1293916023993145
913,3.1301369863013697
914,3.1308810949529513
915,3.1316239316239316
916,3.1296928327645053
917,3.130434782608696
918,3.131175468483816
919,3.126593033135089
920,3.1246819338422394
921,3.1254237288135593
922,3.126164267569856
923,3.1269035532994924
924,3.1276415891800506
925,3.123102866779089
926,3.123841617523168
927,3.1245791245791246
928,3.122689075630252
929,3.120805369127517
930,3.121542330259849
931,3.1222780569514237
932,3.1151919866444073
933,3.115929941618015
934,3.1166666666666667
935,3.1174021648626145
936,3.1181364392678868
937,3.118869492934331
938,3.1196013289036544
939,3.120331950207469
940,3.1184755592377797
941,3.119205298013245
942,3.119933829611249
943,3.1206611570247933
944,3.121387283236994
945,3.122112211221122
946,3.1202635914332784
947,3.1184210526315788
948,3.1191454396055875
949,3.1173092698933553
950,3.1180327868852458
951,3.118755118755119
952,3.1194762684124386
953,3.1201962387571545
954,3.1209150326797386
955,3.1216326530612246
956,3.1121951219512196
957,3.1129163281884646
958,3.1136363636363638
959,3.1143552311435525
960,3.115072933549433
961,3.1132686084142396
962,3.113985448666128
963,3.11470113085622
964,3.1103948428686543
965,3.1086082059533386
966,3.1093247588424435
967,3.1050521251002405
968,3.105769230769231
969,3.10648518815052
970,3.1072
971,3.1079136690647484
972,3.108626198083067
973,3.1093375897845172
974,3.110047846889952
975,3.1107569721115538
976,3.1089896579156724
977,3.109697933227345
978,3.107936507936508
979,3.1086439333862015
980,3.1068883610451308
981,3.107594936708861
982,3.108300395256917
983,3.109004739336493
984,3.1097079715864244
985,3.110410094637224
986,3.111111111111111
987,3.1118110236220473
988,3.112509834775767
989,3.1132075471698113
990,3.1139041633935585
991,3.1145996860282574
992,3.1152941176470588
993,3.115987460815047
994,3.1069476971116314
995,3.1076443057722307
996,3.10833982852689
997,3.1090342679127727
998,3.109727626459144
999,3.1104199066874028
1000,3.111111111111111
1001,3.111801242236025
1002,3.1124903025601243
1003,3.1131782945736433
1004,3.1138652207591013
1005,3.1145510835913313
1006,3.1152358855375097
1007,3.115919629057187
1008,3.1166023166023167
1009,3.1148804934464147
1010,3.115562403697997
1011,3.1162432640492685
1012,3.116923076923077
1013,3.1152073732718892
1014,3.1134969325153374
1015,3.111791730474732
1016,3.112471308339709
1017,3.1131498470948014
1018,3.113827349121467
1019,3.114503816793893
1020,3.115179252479024
1021,3.1158536585365852
1022,3.1165270373191167
1023,3.1171993911719937
1024,3.11787072243346
1025,3.1138088012139606
1026,3.1121212121212123
1027,3.112793338380015
1028,3.1134644478063542
1029,3.1141345427059712
1030,3.1148036253776437
1031,3.1131221719457014
1032,3.1137905048982666
1033,3.1144578313253013
1034,3.115124153498871
1035,3.1157894736842104
1036,3.114114114114114
1037,3.1147786946736686
1038,3.1154422788605696
1039,3.1161048689138577
1040,3.1167664670658684
1041,3.115097159940209
1042,3.1134328358208956
1043,3.1140939597315436
1044,3.1147540983606556
1045,3.113095238095238
1046,3.1137546468401487
1047,3.114413075780089
1048,3.115070527097253
1049,3.115727002967359
1050,3.114074074074074
1051,3.1124260355029585
1052,3.1130820399113084
1053,3.113737075332349
1054,3.112094395280236
1055,3.1127487103905676
1056,3.11340206185567
1057,3.1140544518027964
1058,3.112417340191036
1059,3.113069016152717
1060,3.1137197358767423
1061,3.1143695014662756
1062,3.1127379209370423
1063,3.111111111111111
1064,3.1094890510948905
1065,3.110138584974471
1066,3.110787172011662
1067,3.1114348142753094
1068,3.1120815138282385
1069,3.112727272727273
1070,3.113372093023256
1071,3.114015976761075
1072,3.114658925979681
1073,3.11530094271211
1074,3.1159420289855073
1075,3.116582186821144
1076,3.117221418234443
1077,3.117859725234996
1078,3.1184971098265897
1079,3.1146359048305694
1080,3.115273775216138
1081,3.1159107271418285
1082,3.1143062544931706
1083,3.1149425287356323
1084,3.1155778894472363
1085,3.116212338593974
1086,3.1146131805157595
1087,3.1130185979971388
1088,3.1136526090064334
1089,3.1142857142857143
1090,3.1126961483594866
1091,3.111111111111111
1092,3.1095305832147937
1093,3.1101634683724235
1094,3.1107954545454546
1095,3.1092198581560284
1096,3.109851169383416
1097,3.1082802547770703
1098,3.108910891089109
1099,3.1095406360424027
1100,3.110169491525424
1101,3.110797459421313
1102,3.1114245416078985
1103,3.112050739957717
1104,3.112676056338028
1105,3.1133004926108376
1106,3.1139240506329116
1107,3.1145467322557976
1108,3.115168539325843
1109,3.104895104895105
1110,3.1055206149545773
1111,3.106145251396648
1112,3.106769016050244
1113,3.107391910739191
1114,3.1080139372822297
1115,3.1043115438108484
1116,3.104933981931897
1117,3.1055555555555556
1118,3.10617626648161
1119,3.1067961165048543
1120,3.1074151074151075
1121,3.10803324099723
1122,3.1000690131124915
1123,3.1006896551724137
1124,3.1013094417643003
1125,3.1019283746556474
1126,3.0919067215363514
1127,3.0925291295407815
1128,3.0931506849315067
1129,3.0937713894592744
1130,3.094391244870041
1131,3.0950102529049897
1132,3.0956284153005464
1133,3.0941336971350615
1134,3.094751192910702
1135,3.095367847411444
1136,3.095983662355344
1137,3.0965986394557823
1138,3.097212780421482
1139,3.097826086956522
1140,3.098438560760353
1141,3.096949152542373
1142,3.097560975609756
1143,3.098171970209885
1144,3.098782138024357
1145,3.097297297297297
1146,3.0979068197164077
1147,3.098515519568151
1148,3.0970350404312668
1149,3.0976430976430978
1150,3.0982503364737553
1151,3.096774193548387
1152,3.097380792478173
1153,3.097986577181208
1154,3.096514745308311
1155,3.0971198928332218
1156,3.0977242302543506
1157,3.0983277591973244
1158,3.0989304812834226
1159,3.0995323981295924
1160,3.096
1161,3.0966022651565623
1162,3.0951430472388557
1163,3.095744680851064
1164,3.096345514950166
1165,3.096945551128818
1166,3.0954907161803713
1167,3.094039735099338
1168,3.0946393117140967
1169,3.0911492734478205
1170,3.0917491749174917
1171,3.0923482849604222
1172,3.092946605141727
1173,3.0894736842105264
1174,3.088042049934297
1175,3.0886408404464873
1176,3.089238845144357
1177,3.0898360655737704
1178,3.080339647289353
1179,3.0789302022178733
1180,3.077524429967427
1181,3.078125
1182,3.0767230169050714
1183,3.0753246753246755
1184,3.075924724205062
1185,3.0765239948119327
1186,3.0771224886584574
1187,3.0757281553398057
1188,3.0763260025873223
1189,3.076923076923077
1190,3.0775193798449614
1191,3.0761290322580646
1192,3.0767246937459705
1193,3.077319587628866
1194,3.075933075933076
1195,3.076527331189711
1196,3.0751445086705202
1197,3.073765234124439
1198,3.0664961636828645
1199,3.0670926517571884
1200,3.0657306955966814
1201,3.066326530612245
1202,3.0669216061185467
1203,3.067515923566879
1204,3.0681094844048378
1205,3.068702290076336
1206,3.0692943420216148
1207,3.0698856416772555
1208,3.0704761904761906
1209,3.0710659898477157
1210,3.0716550412175017
1211,3.0722433460076046
1212,3.072830905636479
1213,3.0734177215189873
1214,3.074003795066414
1215,3.074589127686473
1216,3.0751737207833227
1217,3.0757575757575757
1218,3.076340694006309
1219,3.076923076923077
1220,3.0775047258979207
1221,3.0780856423173804
1222,3.078665827564506
1223,3.0773098680075424
1224,3.077889447236181
1225,3.078468298807282
1226,3.079046424090339
1227,3.0776942355889725
1228,3.076345431789737
1229,3.075
1230,3.075577763897564
1231,3.076154806491885
1232,3.076731129132876
1233,3.0773067331670823
1234,3.0778816199376946
1235,3.0784557907845578
1236,3.0771144278606966
1237,3.0776880049720323
1238,3.0782608695652174
1239,3.078833022967101
1240,3.0794044665012406
1241,3.0761609907120744
1242,3.074829931972789
1243,3.073502161828289
1244,3.074074074074074
1245,3.0746452806909317
1246,3.0752157829839706
1247,3.075785582255083
1248,3.0763546798029555
1249,3.076923076923077
1250,3.077490774907749
1251,3.078057775046097
1252,3.0767341927562923
1253,3.0773006134969325
1254,3.077866339668915
1255,3.0784313725490198
1256,3.0789957134109
1257,3.079559363525092
1258,3.078239608801956
1259,3.0788026878436163
1260,3.075609756097561
1261,3.074299634591961
1262,3.074863055386488
1263,3.0754257907542577
1264,3.0759878419452886
1265,3.0765492102065615
1266,3.077109896782028
1267,3.0776699029126213
1268,3.076363636363636
1269,3.076923076923077
1270,3.0774818401937045
1271,3.0780399274047188
1272,3.0785973397823456
1273,3.079154078549849
1274,3.079710144927536
1275,3.076552139843279
1276,3.0752558699578567
1277,3.0758122743682312
1278,3.0763680096211665
1279,3.075075075075075
1280,3.0756302521008405
1281,3.0761847630473906
1282,3.074895146794488
1283,3.075449101796407
1284,3.076002393776182
1285,3.076555023923445
1286,3.077106993424985
1287,3.077658303464755
1288,3.0782089552238805
1289,3.0787589498806684
1290,3.0793082886106142
1291,3.0780226325193567
1292,3.0785714285714287
1293,3.0772889417360285
1294,3.0760095011876483
1295,3.074733096085409
1296,3.075281564908121
1297,3.07400828892836
1298,3.0745562130177513
1299,3.075103489059728
1300,3.07565011820331
1301,3.0761961015948023
1302,3.076741440377804
1303,3.0772861356932153
