omega	RE_E	IM_E	RE_P	IM_P	Alpha	T2
-28.571428571428555	2.7323671854785574	-4.5573354123044845e-05	753.4985525760711	1000.1170989627291	366.03047776953645	156.2291560403806
-27.874564459930298	2.891753314003962	-3.365789421917654e-05	793.9327191293412	1058.6605440891838	366.09961839250633	156.22915624320285
-27.17770034843204	3.056158084045571	-2.0745288988396966e-05	835.4198943690885	1119.0973765774772	366.17969902223797	156.22915643912674
-26.480836236933783	3.22539378131807	-7.193812333183357e-06	877.9102064329251	1181.3642079815525	366.2703676308913	156.22915662839551
-25.783972125435525	3.3992412665832634	6.618362473758026e-06	921.3422849716684	1245.39448295935	366.3737261998571	156.22915681124314
-25.087108013937268	3.577449496991492	2.030377914279544e-05	965.638514822997	1311.1105124546452	366.4915557978361	156.22915698789535
-24.39024390243901	3.7597352518456675	3.347664242193591e-05	1010.7093922816216	1378.4156364444502	366.6233244250106	156.22915715856914
-23.693379790940753	3.945783076089506	4.576377838411278e-05	1056.462210679648	1447.1941747939206	366.76672125316117	156.22915732347332
-22.996515679442496	4.135245453305816	5.681529689266422e-05	1102.8052936571569	1517.3187815430995	366.9198471139198	156.22915748280934
-22.299651567944238	4.32774321828285	6.631464865330826e-05	1149.6438989978474	1588.6575589599897	367.0827639940289	156.22915763677113
-21.60278745644598	4.522866217279644	7.398778471911676e-05	1196.8724337507974	1661.0739706391996	367.2570249114386	156.22915778554525
-20.905923344947723	4.720174222009904	7.96111503532963e-05	1244.3711291159009	1734.4201599481912	367.44388874917644	156.2291579293117
-20.209059233449466	4.919198101087364	8.301827714139827e-05	1292.0105725953122	1808.5308974971617	367.64307014094277	156.2291580682436
-19.51219512195121	5.119441250256041	8.410477629002757e-05	1339.6595804731433	1883.2245187433466	367.8531342720517	156.22915820250802
-18.81533101045295	5.320381280190889	8.283158112151847e-05	1387.188822074221	1958.3100603247433	368.0729556681711	156.22915833226583
-18.118466898954694	5.5214719580258995	7.922633648029173e-05	1434.4672212261773	2033.5937471029265	368.30272421952156	156.229158457672
-17.421602787456436	5.722145396077513	7.338288583372608e-05	1481.3555411210666	2108.878999451845	368.5435891065004	156.22915857887605
-16.72473867595818	5.921814478513488	6.545886159024046e-05	1527.7042434895059	2183.960913119295	368.7964278110681	156.22915869602207
-16.02787456445992	6.119875514004036	5.567143910429857e-05	1573.3582194522214	2258.6217208333987	369.0610050667068	156.22915880924896
-15.331010452961664	6.315711099718358	4.429136831947275e-05	1618.164081501803	2332.6325877508634	369.3362794473452	156.2291589186904
-14.634146341463406	6.5086931794302405	3.163544739923344e-05	1661.9733633695862	2405.760638044515	369.62144222490315	156.22915902447568
-13.937282229965149	6.698186276006463	1.8057648657469894e-05	1704.6393566816273	2477.7749971185676	369.9166161497806	156.2291591267292
