t	RE_E	IM_E	RE_P	IM_P	Alpha
49	7.317011702478231e-06	-0.00010461773990813576	0.21841569465413999	-0.013150063765097288	2068.838752689823
50	8.01881608648206e-06	-0.0001150316627789362	0.08640416076299517	0.1383451421717678	830.9335560349177
51	8.660910856346587e-06	-0.00012629475342799056	-0.11166679628756834	0.07670392272503741	-838.5827930214045
52	9.237967500232168e-06	-0.00013846019652665815	-0.14331038459577966	-0.13759255895152955	-1096.449882665177
53	9.745141134934178e-06	-0.00015158461794407595	0.03611954306920845	-0.2656627654051082	125.09266173678887
54	1.0178111178961311e-05	-0.00016572835176979612	0.2270413282569181	-0.1638372790077242	1304.3274804822736
55	1.0533118137218861e-05	-0.0001809557207713693	0.2119206631670147	0.046882364493510686	1182.1940908896677
56	1.0806996184460404e-05	-0.0001973353301456481	0.007924621186561912	0.11507908467455716	71.87939127143551
57	1.0997201266098461e-05	-0.00021494037438368014	-0.14722824136765733	-0.051818394471140325	-695.4866130619416
58	1.1101834468066665e-05	-0.0002338489570235098	-0.06636884339033622	-0.27588365592659114	-339.0545357190207
59	1.1119660443218955e-05	-0.00025414442302740205	0.16800748295028678	-0.3089914478961073	606.713702707621
60	1.1050120719304266e-05	-0.00027591570347906754	0.2928762428811086	-0.119938638165976	1042.3891221238205
61	1.0893341752632779e-05	-0.00029925767225500127	0.1662717511826845	0.06350416868012455	562.5930759698946
62	1.0650137632082778e-05	-0.0003242715142906089	-0.06415504404372786	0.01294179221685093	-196.3210464161749
63	1.0322007379780354e-05	-0.00035106510501911397	-0.12534250887104784	-0.23470874982053055	-376.3666203448327
64	9.91112683673629e-06	-0.0003797534005301227	0.0664921724554486	-0.41312688515019114	146.60070174895114
65	9.420335164647688e-06	-0.0004104588379549471	0.3030633766437544	-0.33071777193416346	719.4816538716628
66	8.85311603757215e-06	-0.00044331174555462655	0.31868303839013	-0.09610662762152442	714.2546359955186
67	8.213573639578983e-06	-0.00047845076195092884	0.0984169290553914	-0.00010726192997284004	205.63472876334754
68	7.506403626304175e-06	-0.0005160232639078373	-0.09725754789813223	-0.18197473061137703	-193.56401076321964
69	6.736859249073328e-06	-0.0005561858020392204	-0.02817000077909884	-0.46271712877439436	-60.716681716846985
70	5.910712879769225e-06	-0.0005991045437843124	0.24483401267661692	-0.5446444609118215	399.6586151107555
71	5.0342132125943055e-06	-0.000644955722962813	0.4219336596715113	-0.3553201528720184	649.8657982531624
72	4.114038454705704e-06	-0.0006939260951863412	0.3070603575996187	-0.1391268528100876	441.29304717361475
73	3.157245851594825e-06	-0.0007462133983730899	0.04007925933717933	-0.18194227719145808	52.67763058715074
74	2.1712179243231916e-06	-0.0008020268175775296	-0.05590136020452269	-0.4788076196988771	-71.31575952050432
75	1.1636058240112756e-06	-0.0008615874533141638	0.15400109825163585	-0.7306487227145999	177.59549580604352
76	1.422702348804589e-07	-0.0009251287925190703	0.4528428144867296	-0.6843964895861956	489.3778661325468
77	-8.847797212678326e-07	-0.0009928971812568975	0.5139065339561105	-0.43051577978048167	517.9688006089362
78	-1.9094491067476856e-06	-0.001065152298243489	0.27909287528830784	-0.3090266896353072	262.54081682622484
79	-2.9236208288709587e-06	-0.0011421676282139753	0.03614879066175555	-0.5206649863026239	32.81593424732178
80	-3.919219841350455e-06	-0.0012242309341258136	0.09418827473296378	-0.8875281719158624	79.2567695495739
81	-4.888277379987806e-06	-0.0013116447271413088	0.4228575367847329	-1.0482151154088604	325.36106805820543
82	-5.822994723003688e-06	-0.0014047267332878267	0.6758114427978434	-0.8746486082893237	483.6708954854635
83	-6.715805966758081e-06	-0.001503810355644735	0.5848919163642727	-0.6309908088107138	390.80600126739256
84	-7.559439311986837e-06	-0.0016092451308537309	0.2773694022297486	-0.6792299941346667	174.3388208785032
85	-8.346976364549498e-06	-0.0017213971786934235	0.14201958455731833	-1.0591123844586805	85.48388141630535
86	-9.071908966913607e-06	-0.0018406496434003323	0.38365670424058873	-1.42952521183524	212.25812181816013
87	-9.728193093275118e-06	-0.0019674031253557466	0.7758453360546936	-1.454052537356243	397.9947049364524
88	-1.031029936164162e-05	-0.002102076101692209	0.909446792813493	-1.196493780447712	435.42351112772883
89	-1.0813259739969914e-05	-0.0022451053343030187	0.6656817558614528	-1.0630575582762616	298.7771951998336
90	-1.1232710051305967e-05	-0.002396946263666089	0.36814745580048525	-1.3403021346340045	156.20718796923038
91	-1.1564927913725185e-05	-0.002558073386814361	0.4218667348823245	-1.8539423985590433	168.18889117526425
92	-1.1806865784746084e-05	-0.002728980617706874	0.8409828912145955	-2.154279710986324	311.576933344276
93	-1.1956178817022677e-05	-0.0029101816281686776	1.2149196848428296	-2.0336904386364916	420.3360476324145
94	-1.2011247271625843e-05	-0.0031022101674814968	1.172550545759492	-1.7830519691603184	380.19234185591534
95	-1.1971193276792041e-05	-0.0033056203586163285	0.8216304626416482	-1.873575584666413	250.60490902698024
96	-1.183589176424432e-05	-0.003520986969006849	0.6453856829964445	-2.4111832433623404	185.5966981319002
97	-1.160597546022683e-05	-0.003748905653666316	0.9517014744374639	-2.994660633477286	256.33166425300095
98	-1.1282833855438106e-05	-0.003989993168354281	1.5014489053388351	-3.164709602346563	378.5434899886239
99	-1.0868606125614143e-05	-0.004244887550400328	1.7631237706217062	-2.944771138659775	417.1257615456355
100	-1.036616802272758e-05	-0.004514248264692464	1.526244836822896	-2.8406008424881817	339.5381908644633
101	-9.779112805389e-06	-0.004798756312238677	1.1688534821220307	-3.2700364619043376	244.96189125927583
102	-9.111726324889896e-06	-0.00509911429860974	1.2440779130660826	-4.065013398079593	245.402968327745
103	-8.36895643131729e-06	-0.005416046459474166	1.8357923312480269	-4.638604822974091	340.27691353026586
104	-7.556376910538995e-06	-0.005750298640339166	2.4321874358299516	-4.658409055248391	424.0309799242782
105	-6.680146208102088e-06	-0.006102638227518383	2.498241114911237	-4.459461761959558	410.17007630608805
106	-5.746961239861676e-06	-0.006473854027257725	2.1120829154966705	-4.691058991366413	326.89115010166904
107	-4.764006630119327e-06	-0.006864756089864155	1.9143403243434527	-5.56731616614876	279.42770057327215
108	-3.738899757409421e-06	-0.007276175475605123	2.3850068405091718	-6.585368750004732	328.2480120331133
109	-2.679632023919771e-06	-0.007708963959071784	3.261588672482807	-7.07858655880891	423.40952799707304
110	-1.594506797669907e-06	-0.008163993668635513	3.801556200800561	-7.005707087945271	465.8166691858794
111	-4.920745064372299e-07	-0.008642156657570807	3.638835390090736	-7.052469233764227	421.10286610328217
112	6.189346120820951e-07	-0.009144364403372676	3.257465578754667	-7.87148092828242	356.16830655862566
113	1.729679576710869e-06	-0.009671547231761942	3.4853645968100375	-9.300441118226388	360.2010197247122
114	2.8312790009972605e-06	-0.010224653661851057	4.53299011709996	-10.4937213288619	443.05500546224744
115	3.914882144598883e-06	-0.010804649668933073	5.691499131027842	-10.889407522902157	526.3986307644428
116	4.971740109927261e-06	-0.01141251786136627	6.114515548741172	-10.925174468920153	535.3555656354644
117	5.993276611085774e-06	-0.01204925656804844	5.845920007825613	-11.615672593441774	484.68890318442175
118	6.9711577424793864e-06	-0.012715878833015138	5.877030033045749	-13.386854726316189	461.60311392933545
119	7.897360178430725e-06	-0.013413411313757317	7.061057855611362	-15.500835799742394	525.7371806060054
120	8.764237244482117e-06	-0.014142893079930328	9.077165242511416	-16.837830624654476	641.0801128939428
121	9.564582314631817e-06	-0.014905374309228274	10.71749352476692	-17.244296229180517	718.2928423303617
122	1.0291689006995503e-05	-0.015701914877316505	11.32040471806329	-17.86653393672173	720.2108454713517
123	1.093940767303826e-05	-0.01653358283886226	11.749366204105575	-19.914823844979587	709.8391547986688
124	1.1502197702053609e-05	-0.01740145279686861	13.644070954373987	-23.147385333333283	783.1969522040021
125	1.1975175193970525e-05	-0.018306604157711872	17.605063949875795	-25.908539750864865	960.752104993154
126	1.2354155587879078e-05	-0.01925011926949832	22.416910261016554	-26.933112772681387	1163.6092145079306
127	1.2635690872184885e-05	-0.020233081441601228	26.52283881703766	-26.93808997588809	1310.0330537241532
128	1.2817101043880438e-05	-0.021256572843508504	30.37182056172193	-27.82138291391114	1428.030485276104
129	1.289649952917018e-05	-0.022321672281408855	36.747809532420106	-29.73992022888604	1645.513578253373
130	1.2872812324566685e-05	-0.023429452851268157	47.81336396724163	-29.11046774252898	2040.054273456567
131	1.274579066775113e-05	-0.024580979467498588	61.1881405786341	-20.488885143284786	2488.81458378292
132	1.2516017098080735e-05	-0.0257773062667034	69.29723449330059	-1.7639800926012907	2688.2700988810166
133	1.2184904820298445e-05	-0.02701947388638485	63.96403828971889	21.72943118719935	2367.6931984576713
134	1.1754690338444366e-05	-0.028308506618935383	43.32703754925413	38.68257791785066	1531.097808516986
135	1.1228419381752067e-05	-0.029645409441692906	15.191018112176764	38.949626119823215	512.9215172884301
136	1.0609926199099949e-05	-0.03103116492432463	-6.849477895028506	21.158997620900166	-220.49583370889346
137	9.903806352871862e-06	-0.032466730015314256	-12.230160307424867	-5.527416270178635	-376.7501461621245
138	9.115383197253222e-06	-0.03395303270986202	-0.4436838377037288	-27.36657081572849	-13.283965600241174
139	8.250668278185816e-06	-0.035490968602063244	19.254848360416737	-35.20503817695257	542.2974880932913
140	7.316315943463957e-06	-0.037081397324809806	35.015636597079016	-29.758606642665793	944.1328067827762
141	6.319572500521789e-06	-0.0387251388814583	40.49254454612503	-19.31825851368661	1045.558313855476
142	5.268220305713057e-06	-0.04042296987392312	37.674614661840266	-12.522607601309085	931.9696722097844
143	4.170517213029377e-06	-0.0421756196324888	33.15972029849508	-12.442386948391906	786.2004139679796
144	3.0351318500879814e-06	-0.04398376625328236	32.002981026110824	-16.241938609806052	727.5834430054965
145	1.8710752267992521e-06	-0.045848032550005004	34.49477278845502	-19.42100341147561	752.3546428088516
146	6.876292146016491e-07	-0.04776898192719431	37.73114765442528	-20.072350044742123	789.8610601509821
147	-5.057275370178205e-07	-0.049747114182963	39.3824180394347	-19.583121494485784	791.6563154174921
148	-1.6993956552118417e-06	-0.051782861249842174	39.751891919377556	-20.13648818695447	767.6777943667488
149	-2.8837324595322706e-06	-0.05387658288303911	40.68467827680036	-22.177338247419446	755.1678859404097
150	-4.0491301124641375e-06	-0.05602856230610103	43.17714289232326	-24.30589877423823	770.6587043006741
151	-5.186093870653715e-06	-0.058239001824652886	46.39614639496827	-25.1572600271805	796.6892424118018
152	-6.2853197965241355e-06	-0.06050801841954442	48.85234436040771	-24.91692492992204	807.4125277152757
153	-7.337771291729822e-06	-0.0628356393314006	50.11506880317248	-24.924480135679655	797.6043414931567
154	-8.334753819836249e-06	-0.06522179764920943	51.148734239972086	-26.07535958242426	784.2786835477579
155	-9.26798719657685e-06	-0.06766632791620614	53.09358386863322	-27.90406425042494	784.694639359498
156	-1.0129674842817897e-05	-0.07016896176691524	56.001241636695184	-29.254177792421952	798.1515220860338
157	-1.0912569416830354e-05	-0.07272932360978267	58.89935332519045	-29.623855318711634	809.9043679406526
158	-1.1610034268910867e-05	-0.07534692637038386	60.96764209838139	-29.65085796940893	809.2195982006991
159	-1.2216100192976836e-05	-0.07802116731069947	62.427436523352966	-30.299301013882502	800.1953986711032
160	-1.272551698524592e-05	-0.08075132394042871	64.20135244685345	-31.766074457311806	795.1121257438402
161	-1.3133799360387754e-05	-0.08353655003674547	66.83229184510328	-33.331458948576966	800.0992452829062
162	-1.343726681970508e-05	-0.08637587178929207	69.91536558408839	-34.23292579162507	809.4932991075322
163	-1.3633077113109753e-05	-0.0892681840875465	72.62358227455682	-34.51280066100822	813.6028769193293
164	-1.3719252988268523e-05	-0.09221224696799002	74.65779478109155	-34.9077002272214	809.6862306125889
165	-1.3694701973509854e-05	-0.09520668223873786	76.53859140397107	-35.9775755217234	803.9747116496294
166	-1.355922899741183e-05	-0.09824997029947158	78.96735722528595	-37.495233021347936	803.791900418766
167	-1.3313541706075682e-05	-0.10134044717462502	82.0321227056843	-38.75334925437102	809.5209245219852
168	-1.2959248399246724e-05	-0.10447630177782913	85.14977111004525	-39.38389947633476	815.0619186619274
169	-1.2498848565895567e-05	-0.1076555734256022	87.75870659038046	-39.74537332007168	815.2231887869585
170	-1.1935716062469102e-05	-0.11087614961818335	89.9427330782489	-40.475768074572926	811.2392928962464
171	-1.1274075036721786e-05	-0.11413576410525016	92.29629137383776	-41.761809090210704	808.6896892902982
172	-1.0518968761967007e-05	-0.11743199525402397	95.22788009612125	-43.15587962884873	810.9522861560487
173	-9.676221604855494e-06	-0.1207622647369575	98.51184867329688	-44.11207815891576	815.7795217626349
174	-8.752394409090232e-06	-0.12412383655580984	101.57434529288281	-44.60153586526775	818.3560274366292
175	-7.75473363248044e-06	-0.12751381641844553	104.15273898863191	-45.11530439690565	816.817229766691
176	-6.691114628800819e-06	-0.13092915148414339	106.57101186120398	-46.08509274292998	813.9773728505223
177	-5.569979516356252e-06	-0.1343666304925799	109.3435120522037	-47.40079967433325	813.7844671468945
178	-4.400270122316392e-06	-0.13782288429092537	112.58542774787428	-48.559892266789326	816.8961096964575
179	-3.1913565349697605e-06	-0.14129438677271874	115.90008925510394	-49.249403405183	820.2817126617309
180	-1.952961835132398e-06	-0.14477745624129773	118.84594104990565	-49.68692348356717	820.891693781845
181	-6.950836131971935e-07	-0.14826825720962006	121.43162360019917	-50.34973626063553	819.0010587775512
182	5.720870933527793e-07	-0.15176280264727396	124.08228607966586	-51.424745868127154	817.6054346787641
183	1.8382487814787043e-06	-0.15525695668437417	127.1391746506415	-52.60959559223157	818.8911753017047
184	3.0930737042658633e-06	-0.15874643778085246	130.47553578848056	-53.47267624912385	821.9050183530256
185	4.326292640123286e-06	-0.16222682236839947	133.65544192430858	-53.94294131248119	823.8711781345133
186	5.5277795089184315e-06	-0.16569354897099392	136.43370060210344	-54.373195318241315	823.3989031443583
187	6.6876351332478795e-06	-0.1691419228085535	139.02017049895088	-55.123537755935345	821.9014450448517
188	7.796269445781096e-06	-0.17256712088680448	141.82067936402646	-56.153478756819155	821.8143840697008
189	8.844481454479095e-06	-0.17596419757494058	144.9673029289878	-57.081632847330525	823.8291394996876
190	9.82353629282242e-06	-0.17932809067108632	148.1753990461733	-57.62733018472774	826.2634216427291
191	1.0725238702969007e-05	-0.18265362795395837	151.0758754319819	-57.9217744944654	827.0981282693047
192	1.1542002327495273e-05	-0.18593553421745881	153.6301412190588	-58.34294408836945	826.2353918439273
193	1.2266914217275492e-05	-0.1891684387832458	156.15675584695754	-59.07812121436144	825.4702802665047
194	1.2893794000100755e-05	-0.19234688348457643	158.95389294445377	-59.91747557813424	826.3709441948725
195	1.341724719784956e-05	-0.19546533111298164	161.95812508057827	-60.503347641500234	828.5559914315181
196	1.383271222562664e-05	-0.19851817431753419	164.8234113614638	-60.737812779897915	830.2473006690365
197	1.4136500658209233e-05	-0.20149974494469275	167.31657797383735	-60.882869218564856	830.3350749756156
198	1.4325830402892315e-05	-0.2044043238048982	169.5718666927336	-61.25054352519377	829.5694039787802
199	1.4398851476467186e-05	-0.20722615085030255	171.92168646005808	-61.8467319799391	829.6124189989267
200	1.4354664144155844e-05	-0.20995943574622217	174.50876921888664	-62.372793574675256	831.1343733282077
201	1.4193329241671334e-05	-0.21259836881712282	177.1252221509256	-62.57153433432923	833.1251316469936
202	1.3915870566209387e-05	-0.21513713234620505	179.45325192315215	-62.51543372535194	834.1154568919236
203	1.3524269288348737e-05	-0.21756991220591956	181.42274606552724	-62.51294882656576	833.8416727053481
204	1.3021450403140409e-05	-0.2198909097950725	183.27760785077652	-62.75066197149508	833.4764334928955
205	1.2411261306126487e-05	-0.22209435425652965	185.28463334348362	-63.08420654658302	834.2450129407499
206	1.1698442645865727e-05	-0.22417451494795415	187.42510966997136	-63.210154285869386	836.0531553313871
207	1.0888591670000488e-05	-0.22612571413648047	189.4187740231638	-63.0130721245073	837.6567877295173
208	9.988118345976324e-06	-0.22794233988677773	191.0433764032055	-62.68970873638742	838.1094497620717
209	9.004194598919953e-06	-0.22961885911057478	192.37949963910674	-62.516043615562474	837.810311426176
210	7.944697068355365e-06	-0.23114983074442638	193.70543768442872	-62.53113979453442	837.998832253372
211	6.818143841158044e-06	-0.2325299190212951	195.17096675688833	-62.49829926845129	839.3291274597029
212	5.633625670480559e-06	-0.2337539068004155	196.62575701894127	-62.17994477009538	841.1592388670218
213	4.400732238472059e-06	-0.23481670891890935	197.79273544010223	-61.606203281532565	842.3232814688984
214	3.1294740639920864e-06	-0.2357133855277268	198.58069124532935	-61.03289607975661	842.463318135029
215	1.8302006953685205e-06	-0.2364391553737098	199.17804080404505	-60.64474038970769	842.4051889609719
216	5.13515861386213e-07	-0.2369894089889281	199.82711684522647	-60.346949341342864	843.1895203047584
217	-8.098097183898965e-07	-0.23735972174790257	200.54317990715126	-59.87933311514083	844.8922282211955
218	-2.128927141100209e-06	-0.2375458667529463	201.09830931954116	-59.11531230022581	846.5684621412058
219	-3.432999007074107e-06	-0.23754382750758174	201.28184667270017	-58.201980040275586	847.3496865039616
220	-4.7112892366761115e-06	-0.2373498103378863	201.1350488086766	-57.38620304299748	847.425104464838
221	-5.953252266080659e-06	-0.236960256521629	200.89428177300564	-56.7317714244247	847.8033822690388
222	-7.148620872795669e-06	-0.23637185408523814	200.71426073965222	-56.05127725531865	849.1533668337787
223	-8.28749189184724e-06	-0.2355815492289467	200.49076571384015	-55.12495239975122	851.0543603914418
224	-9.36040909871722e-06	-0.23458655734093262	199.98179566239187	-53.95125752679066	852.4953448281751
225	-1.0358442557364809e-05	-0.23338437356187708	199.08266594928526	-52.74392883868861	853.0348604108195
226	-1.127326375925367e-05	-0.23197278286213047	197.93909659211633	-51.68465585111939	853.2966903271017
227	-1.2097215913251656e-05	-0.23034986959457887	196.77352429567597	-50.71785727862925	854.2491803185922
228	-1.2823378785323395e-05	-0.22851402648737157	195.6283895832327	-49.619747034963254	856.1013800976467
229	-1.3445627531640019e-05	-0.22646396304186586	194.3199129474806	-48.257139337695854	858.0737295998873
230	-1.3958685017587551e-05	-0.22419871330248864	192.65027670598937	-46.73775543630203	859.2965723544056
231	-1.4358167169518287e-05	-0.2217176429667186	190.63148808346796	-45.283572577707666	859.807172955417
232	-1.4640620963321294e-05	-0.21902045580498863	188.46624714452182	-43.977102087011794	860.5095140494309
233	-1.4803554715255985e-05	-0.2161071993620925	186.31273027575693	-42.67169525148193	862.144588446656
234	-1.4845460405115926e-05	-0.21297826991353366	184.10523043285536	-41.16439804281193	864.4454616930805
235	-1.4765827827853576e-05	-0.2096344166522812	181.6334212917248	-39.42937323769962	866.4426411555866
236	-1.4565150439210348e-05	-0.20607674508349727	178.78480512624756	-37.64522680775252	867.577100272377
237	-1.4244922829950661e-05	-0.20230671960703542	175.67132018436286	-35.98935444403727	868.3540208412475
238	-1.3807629834614398e-05	-0.19832616526983737	172.49845257288814	-34.43788822726862	869.7836167810286
239	-1.3256727351229798e-05	-0.19413726867276446	169.33086299358195	-32.79867408755823	872.2338736396498
240	-1.2596615018374889e-05	-0.18974257801891647	166.02318001542164	-30.935165704468208	875.0025151889298
241	-1.1832600965528382e-05	-0.18514500229306097	162.39146671677406	-28.922789795619924	877.1142212599952
242	-1.0970858920073796e-05	-0.1803478095644442	158.4256180004769	-26.96118058114958	878.454015552204
243	-1.0018378018836451e-05	-0.17535462440795815	154.30022523011124	-25.14682190331123	879.9406456383789
244	-8.982905735504258e-06	-0.17016942444138297	150.17536702337497	-23.367467342872686	882.5122410800032
245	-7.872884393055212e-06	-0.16479653597921473	146.017985719516	-21.436203038484972	886.0563032959582
246	-6.697381786013306e-06	-0.15924062880639048	141.64676741039332	-19.308101746078215	889.5190899866122
247	-5.466016487830413e-06	-0.1535067100780604	136.94531475381334	-17.13132984852358	892.1168626264179
248	-4.1888784648348234e-06	-0.14760011735437017	131.99786448120008	-15.077548334850032	894.2966620919515
249	-2.8764456579009682e-06	-0.14152651078205714	126.99443672363458	-13.148679883388589	897.320955691217
250	-1.5394972290199648e-06	-0.1352918644374522	122.01753802975468	-11.180467479830883	901.8847197114601
251	-1.890241990458956e-07	-0.1289024568482669	116.95538653230916	-9.035269669657234	907.3170724679192
